,timestamp,rotation,position,actual_linear_vel,actual_angular_vel,wheel_names,wheel_effort,wheel_vel,commanded_linear,commanded_angular
0,0.5,[ 6.35246093e-08 -5.94524041e-07  4.04805329e-02  9.99180327e-01],[-0.04494746  0.09917562  0.        ],[1.49526324 0.5065592  0.        ],2.4147416915298564e-05,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
0,0.511,[ 5.75546984e-08 -5.75826676e-07  4.04805385e-02  9.99180327e-01],[-0.10856151  0.07735557  0.        ],[-5.78309512 -1.9836405   0.        ],4.6926487780941506e-06,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
0,0.533,[ 4.86287618e-08 -5.47520968e-07  4.04805465e-02  9.99180327e-01],[-0.05602447  0.0896296   0.        ],[2.38804724 0.55791019 0.        ],2.7093020352450262e-06,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
0,0.54,[ 4.86287618e-08 -5.47520968e-07  4.04805465e-02  9.99180327e-01],[-0.1061697   0.10822266  0.        ],[-7.16360528  2.65615231  0.        ],0.0,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
0,0.551,[ 3.99411922e-08 -5.19402040e-07  4.04805541e-02  9.99180326e-01],[-0.05405932  0.11339403  0.        ],[4.73730754 0.47012416 0.        ],5.4186040704900524e-06,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
0,0.572,[ 3.54576273e-08 -5.04636194e-07  4.04805579e-02  9.99180326e-01],[-0.07869213  0.07176724  0.        ],[-1.1729911  -1.98222802  0.        ],2.458054121858854e-06,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
0,0.602,[ 2.11277760e-08 -4.56029064e-07  4.04805700e-02  9.99180326e-01],[-0.07269579  0.08742194  0.        ],[0.19987807 0.52182345 0.        ],3.441275770602377e-06,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
0,0.633,[ 1.13388015e-08 -4.21252227e-07  4.04805778e-02  9.99180325e-01],[-0.11500371  0.06916346  0.        ],[-1.36477162 -0.58898339  0.        ],2.149678024072597e-06,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
0,0.661,[ 2.82067608e-09 -3.89575305e-07  4.04805843e-02  9.99180325e-01],[-0.06243877  0.10060521  0.        ],[1.87731923 1.12291977 0.        ],2.607160107134896e-06,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
0,0.682,[-2.06642229e-09 -3.70647031e-07  4.04805877e-02  9.99180325e-01],[-0.06443467  0.10456238  0.        ],[-0.09504264  0.18843673  0.        ],2.0069927862330475e-06,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
0,0.722,[-1.03291022e-08 -3.36889653e-07  4.04805931e-02  9.99180325e-01],[-0.06234872  0.0678336   0.        ],[ 0.05214863 -0.91821958  0.        ],1.290478413975895e-06,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
0,0.73,[-1.03291022e-08 -3.36889653e-07  4.04805931e-02  9.99180325e-01],[-0.08626882  0.06117997  0.        ],[-2.99001197 -0.83170429  0.        ],0.0,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
0,0.743,[-1.43176131e-08 -3.19516918e-07  4.04805954e-02  9.99180325e-01],[-0.10700109  0.08420276  0.        ],[-1.59479006  1.77098419  0.        ],4.584972675030044e-06,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
0,0.753,[-1.59619084e-08 -3.11977231e-07  4.04805964e-02  9.99180325e-01],[-0.06900603  0.09719093  0.        ],[3.79950637 1.29881693 0.        ],0.0,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
0,0.78,[-4.44935505e-06 -3.62316633e-07  3.98588052e-02  9.99205322e-01],[-0.07645427  0.07468665  0.        ],[-0.2758608  -0.83349189  0.        ],0.04609698154814726,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
0,0.792,[ 3.54929941e-07 -5.99547025e-08  3.90692581e-02  9.99236505e-01],[-0.07830505  0.09446955  0.        ],[-0.15423155  1.6485748   0.        ],0.13169623094924512,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
0,0.82,[ 7.75966199e-08 -3.75515699e-08  3.51412310e-02  9.99382356e-01],[-0.08687512  0.05693855  0.        ],[-0.30607412 -1.3403926   0.        ],0.2807668901526522,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
0,0.85,[ 1.15881451e-07 -3.42377307e-07  2.86249725e-02  9.99590222e-01],[-0.11860937  0.10749191  0.        ],[-1.05780835  1.68511184  0.        ],0.43463897180934646,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
0,0.863,[-3.27525076e-06 -3.44147035e-07  2.25677252e-02  9.99745316e-01],[-0.0430669   0.09483214  0.        ],[ 5.81095955 -0.97382821  0.        ],0.9321912045763123,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
0,0.87,[-3.27525076e-06 -3.44147035e-07  2.25677252e-02  9.99745316e-01],[-0.06929027  0.14900237  0.        ],[-3.74619655  7.73860399  0.        ],4.257474626813612e-06,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
0,0.9,[ 5.47050337e-08 -3.54140690e-06  1.24443388e-02  9.99922566e-01],[-0.10435014  0.11851043  0.        ],[-1.16866226 -1.01639808  0.        ],0.6749988174202838,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
0,0.907,[ 1.52621171e-06 -1.56547880e-06  8.82792017e-03  9.99961033e-01],[-0.07155214  0.06916634  0.        ],[ 4.68542879 -7.04915545  0.        ],1.0333217279596787,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
0,0.911,[-1.42824906e-08 -6.28947371e-08  5.47191213e-03  9.99985029e-01],[-0.07155214  0.06916634  0.        ],[0. 0. 0.],1.678048047111003,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,0.933,[ 1.40371304e-07 -2.99938810e-07 -2.19350575e-03  9.99997594e-01],[-0.0996386   0.11536857  0.        ],[-1.27665706  2.10010157  0.        ],0.6968588140995035,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,0.963,[ 1.30296532e-07 -2.87066277e-07 -1.37707566e-02  9.99905179e-01],[-0.07618513  0.1124551   0.        ],[ 0.78178232 -0.09711563  0.        ],0.7718456222770037,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.025,[ 2.74306377e-07 -6.58461325e-07 -3.73909296e-02  9.99300715e-01],[-0.09439771  0.11815147  0.        ],[-0.29375136  0.09187683  0.        ],0.7622082519211257,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.04,[ 3.26182613e-07 -8.32393108e-07 -4.11668717e-02  9.99152285e-01],[-0.05931654  0.10162187  0.        ],[ 2.33874455 -1.10197327  0.        ],0.503848079285146,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.065,[ 3.94266334e-07 -9.64030484e-07 -5.24625127e-02  9.98622894e-01],[-0.1143383   0.06753614  0.        ],[-2.20087027 -1.36342931  0.        ],0.9046479872552491,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.09,[ 1.69820954e-07 -7.56010587e-07 -5.99370369e-02  9.98202160e-01],[-0.03870331  0.09963287  0.        ],[3.02539976 1.28386947 0.        ],0.5989099034552485,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.11,[ 9.41089420e-08 -8.63916895e-07 -6.77530181e-02  9.97702124e-01],[-0.0648423   0.10916925  0.        ],[-1.3069496  0.4768189  0.       ],0.7831980023626287,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.135,[ 3.65082755e-08 -1.06290809e-06 -7.85262899e-02  9.96912043e-01],[-0.0914634   0.09676641  0.        ],[-1.06484397 -0.49611351  0.        ],0.8641805271403941,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.15,[-4.59683740e-08 -1.13511328e-06 -8.22318938e-02  9.96613223e-01],[-0.10790718  0.08350035  0.        ],[-1.09625232 -0.88440458  0.        ],0.49568466163906516,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.175,[-1.00256588e-06  2.17424821e-07 -9.36805794e-02  9.95602305e-01],[-0.04870692  0.08796006  0.        ],[2.36801039 0.17838871 0.        ],0.919463546609306,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.184,[-1.07153591e-06  2.75016418e-07 -9.69823553e-02  9.95286101e-01],[-0.10459414  0.09883133  0.        ],[-6.209691    1.20791899  0.        ],0.7370853146813016,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.205,[-1.12263582e-06  2.92254152e-07 -1.04281375e-01  9.94547834e-01],[-0.06493534  0.10201112  0.        ],[1.8885145  0.15141833 0.        ],0.698693066633999,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.22,[-1.16620983e-06  3.54534273e-07 -1.07912107e-01  9.94160438e-01],[-0.04590307  0.0777289   0.        ],[ 1.26881803 -1.6188147   0.        ],0.48684580872685784,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.226,[-1.17956378e-06  3.95516490e-07 -1.11530744e-01  9.93760984e-01],[-0.04590307  0.0777289   0.        ],[0. 0. 0.],1.2135399227774832,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.244,[-1.02104165e-06  2.55064351e-07 -1.18739252e-01  9.92925470e-01],[-0.09652684  0.08080384  0.        ],[-2.81243215  0.17082988  0.        ],0.8063092510813269,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.28,[-1.13717024e-06  4.13743310e-07 -1.29510455e-01  9.91578056e-01],[-0.02939385  0.14250952  0.        ],[1.86480548 1.71404667 0.        ],0.6030669611527086,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.299,[-1.05075151e-06  3.54607850e-07 -1.36667763e-01  9.90616940e-01],[-0.08388815  0.09006043  0.        ],[-2.86812113 -2.76047803  0.        ],0.7601649449447387,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.315,[-1.04057104e-06  1.94383900e-07 -1.43802149e-01  9.89606458e-01],[-0.06262453  0.07005467  0.        ],[ 1.32897588 -1.25036052  0.        ],0.9007007675924918,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.32,[-1.04057104e-06  1.94383900e-07 -1.43802149e-01  9.89606458e-01],[-0.10298115  0.07455951  0.        ],[-8.07132331  0.90096819  0.        ],0.0,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.33,[-9.48471240e-07  1.18127977e-07 -1.47355834e-01  9.89083545e-01],[-0.1134685   0.10527406  0.        ],[-1.04873459  3.07145565  0.        ],0.7183907392196783,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.355,[-4.82995667e-07 -3.33015365e-07 -1.57922283e-01  9.87451544e-01],[-0.06421732  0.11338657  0.        ],[1.9700469  0.32450013 0.        ],0.8553431629350041,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.375,[-1.03417328e-06  4.31706742e-07 -1.65034699e-01  9.86287761e-01],[-0.0809227   0.07599741  0.        ],[-0.83526875 -1.8694577   0.        ],0.7207015705595854,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.396,[-1.00695842e-06  4.13897185e-07 -1.72518302e-01  9.85006312e-01],[-0.10344534  0.06077349  0.        ],[-1.07250664 -0.72494861  0.        ],0.7230993261445439,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.409,[-9.55607386e-07  3.70530100e-07 -1.76075601e-01  9.84376647e-01],[-0.10240667  0.08243794  0.        ],[0.07989798 1.66649639 0.        ],0.5557842898930841,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.43,[-8.87635734e-07  2.09453502e-07 -1.83174280e-01  9.83080456e-01],[-0.1027432   0.09963046  0.        ],[-0.01602528  0.81869144  0.        ],0.6872441830403315,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.454,[-9.33834894e-07  2.98286232e-07 -1.93417154e-01  9.81116611e-01],[-0.05143809  0.08203946  0.        ],[ 2.1377128  -0.73295871  0.        ],0.8691237073099476,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.464,[-4.31612468e-07 -2.90670554e-07 -1.96926186e-01  9.80418318e-01],[-0.05969549  0.06936215  0.        ],[-0.8257398  -1.26773102  0.        ],0.715567834807405,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.4849999999999999,[-1.59693330e-07 -5.32511489e-07 -2.03879634e-01  9.78995963e-01],[-0.08146862  0.12417     0.        ],[-1.03681567  2.60989774  0.        ],0.6759472779734244,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.509,[-9.94000553e-08 -5.63411304e-07 -2.10793938e-01  9.77530519e-01],[-0.07779916  0.09693759  0.        ],[ 0.15289385 -1.13468371  0.        ],0.5889923955615939,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.52,[-7.27339970e-08 -5.75801648e-07 -2.14585199e-01  9.76705274e-01],[-0.08966906  0.11000598  0.        ],[-1.07908114  1.18803522  0.        ],0.70546170383462,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.5350000000000001,[-3.68680425e-08 -5.89502226e-07 -2.21116583e-01  9.75247382e-01],[-0.07595517  0.1183599   0.        ],[0.91425884 0.55692795 0.        ],0.8922839252629774,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.545,[-2.15287852e-08 -5.94293593e-07 -2.24545964e-01  9.74463499e-01],[-0.07509609  0.13404707  0.        ],[0.08590801 1.56871721 0.        ],0.7035664169551019,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.564,[-1.31451086e-08 -5.82839923e-07 -2.31388921e-01  9.72861330e-01],[-0.07292945  0.10389887  0.        ],[ 0.11403386 -1.58674697  0.        ],0.739792680732313,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.58,[-1.25082378e-08 -5.73342476e-07 -2.35144050e-01  9.71960532e-01],[-0.08035735  0.1162606   0.        ],[-0.46424354  0.77260772  0.        ],0.482707901206311,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.605,[-1.12350712e-08 -5.50795467e-07 -2.45016939e-01  9.69518798e-01],[-0.08834912  0.08401897  0.        ],[-0.31967093 -1.28966506  0.        ],0.813631473197456,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.62,[-1.10903124e-08 -5.43614876e-07 -2.48412762e-01  9.68654273e-01],[-0.11415108  0.09668726  0.        ],[-1.72013038  0.84455227  0.        ],0.4672192370702791,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.6400000000000001,[-1.78410588e-08 -5.22981925e-07 -2.55191881e-01  9.66890430e-01],[-0.07715949  0.13657911  0.        ],[1.84957933 1.99459287 0.        ],0.700484116292647,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.655,[-2.31880542e-08 -5.05381761e-07 -2.61954988e-01  9.65080092e-01],[-0.07673066  0.08309038  0.        ],[ 0.02858866 -3.56591528  0.        ],0.9334965904709375,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.67,[-2.43578155e-08 -4.98783163e-07 -2.65330799e-01  9.64157439e-01],[-0.05525454  0.11649812  0.        ],[1.43174107 2.22718228 0.        ],0.4666171332466733,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.685,[-2.29456137e-08 -4.90949801e-07 -2.72071443e-01  9.62277055e-01],[-0.09377691  0.08529908  0.        ],[-2.56815813 -2.07993609  0.        ],0.9330697760165461,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.693,[-2.14275451e-08 -4.88517074e-07 -2.75436478e-01  9.61319274e-01],[-0.05314874  0.06611936  0.        ],[ 5.07852154 -2.39746437  0.        ],0.8746720220182757,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.71,[-1.89839573e-08 -4.87516495e-07 -2.78798120e-01  9.60349732e-01],[-0.11477678  0.10586934  0.        ],[-3.62517856  2.33823419  0.        ],0.411607618022741,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.75,[-4.08115900e-09 -4.92999843e-07 -2.92882131e-01  9.56148554e-01],[-0.07894227  0.10397437  0.        ],[ 0.89586281 -0.04737424  0.        ],0.7348693181098447,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.77,[-9.39264300e-10 -4.93195631e-07 -2.99904436e-01  9.53969250e-01],[-0.09635183  0.07323151  0.        ],[-0.87047842 -1.5371434   0.        ],0.7352712136331927,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.8,[-3.72745285e-09 -4.87189397e-07 -3.09915254e-01  9.50764185e-01],[-0.07088689  0.07880109  0.        ],[0.84883151 0.18565294 0.        ],0.7007613082265598,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.818,[-1.25269066e-08 -4.76007348e-07 -3.16243152e-01  9.48678169e-01],[-0.06671541  0.12199403  0.        ],[0.23174862 2.39960753 0.        ],0.7403195658997039,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
0,1.8399999999999999,[-2.20300479e-08 -4.64716737e-07 -3.22894191e-01  9.46435070e-01],[-0.1249858   0.11183077  0.        ],[-2.64865414 -0.46196648  0.        ],0.6381016691747883,['' '' '' '' '' ''],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0.],[ 0.  0. -1.]
