,time,stuck,x,y,z,rot_x,rot_y,rot_z,rot_w,linear_velocity,angular_velocity,cmd_vel_x,cmd_vel_twist
0,10858000000,0,-0.08600428939346698,0.21550047513027795,-3.6670493552135083e-09,8.079606898972186e-09,-1.560718595933351e-07,0.04053625803160067,0.9991780681063667,0.07060143668006665,4.714119823445042e-06,0.0,-1.0,0.0
0,10901000000,0,-0.07846055743499535,0.19429256163476646,-3.4868207641659465e-09,1.7934396571904583e-08,-1.391408054850794e-07,0.04023832457967937,0.9991901106571264,0.051814177358641994,-0.02968985234933919,-1.0,-0.1024642251085394,1.0
0,10945000000,0,-0.08353065587804381,0.18157285915362212,-6.86539448918555e-10,2.0587219986110358e-07,-2.0231683698543814e-07,0.03910081077979338,0.9992352708928361,0.06201192698475487,-0.033072005714761925,-1.0,-0.14135839694162136,2.0
0,10948000000,0,-0.08385660728229642,0.16718360208069907,1.0064027114694616e-08,1.0760142575494147e-06,2.8574453263691313e-07,0.03824934113018189,0.99926822620449,0.08165675477995359,-0.03678827801347963,-1.0,-0.14135839694162136,3.0
0,10987000000,0,-0.05484147680998997,0.19710661749423708,1.8711841890138875e-08,1.852783997143115e-06,4.495789155273008e-07,0.037612474870062834,0.9992924005167427,0.09096370367215739,-0.041416984164718194,-1.0,-0.04424543816685927,4.0
0,11012000000,0,-0.0955317806878054,0.18345920982105837,2.9390114187074106e-08,1.8581505827211164e-06,7.881275399536575e-07,0.03693247034150054,0.999317763591942,0.14706738910099754,-0.04139633320540008,-1.0,-0.04424543816685927,5.0
0,11061000000,0,-0.1190581927869259,0.15703830468973906,3.6521537693051174e-08,1.5374080949617365e-06,8.649684395995791e-07,0.036396692270962455,0.9993374208887713,0.18765492671189546,-0.042661289845520506,-1.0,-0.20037147692264595,6.0
0,11100000000,0,-0.09912810629478565,0.15721491634973261,4.174253333325503e-08,1.3450657450410444e-06,8.555997500964375e-07,0.035744286031679506,0.9993609688263516,0.19035639284768222,-0.0471761366730372,-1.0,-0.19172683212121827,7.0
0,11133000000,0,-0.0897496299687648,0.17491778305616099,4.215183628454811e-08,1.0910693136471221e-06,7.115181583097665e-07,0.03464687511635716,0.9993996167914888,0.2023284241524699,-0.051823827647171694,-1.0,-0.08353834632540531,8.0
0,11177000000,0,-0.10980542310617504,0.17025043812956278,4.187862038145253e-08,8.638711962231518e-07,5.322074209069272e-07,0.03272753905897293,0.9994643106114965,0.2412313307979605,-0.053957832466367095,-1.0,-0.06254904390843434,9.0
0,11230000000,0,-0.14767938312522005,0.18179016352632735,3.282904140390033e-08,6.582530111065151e-07,2.6386224370449135e-07,0.030847249187005463,0.9995241103730774,0.29010271800697573,-0.05525330485317224,-1.0,0.012089320377219966,10.0
0,11238000000,0,-0.17849800925507164,0.16753876593871006,2.985084765679674e-08,5.186066814405725e-07,1.4644777021655107e-07,0.029353832231377816,0.9995690834219724,0.3310134423460724,-0.05220840335951867,-1.0,0.012089320377219966,11.0
0,11262000000,0,-0.22981482321082694,0.1399629681929171,2.77326857802924e-08,3.1761201165270346e-07,1.2379731443004644e-07,0.028376392323181746,0.9995973090993217,0.38550776909922463,-0.050345441603242086,-1.0,-0.10041897339099541,12.0
0,11279000000,0,-0.25397203600220913,0.13130476867210097,2.680730660775394e-08,2.291088275623461e-07,1.0924240115780706e-07,0.02773162095272509,0.9996154046428405,0.41459114813353826,-0.05174790324830345,-1.0,-0.10041897339099541,13.0
0,11330000000,0,-0.29848714552436445,0.12391824157066805,1.729529132815474e-08,1.6205625728627523e-07,-4.372387611697708e-09,0.026975746018367892,0.9996360883475178,0.4589575828432479,-0.05422310315626745,-1.0,-0.14432465433778352,14.0
