,time,stuck,x,y,z,rot_x,rot_y,rot_z,rot_w,linear_velocity,angular_velocity,cmd_vel_x,cmd_vel_twist,row
0,10157000000,0,-1.924729403800053,0.13347095101537143,-9.565446127733936e-09,-4.888881432949342e-07,1.4797857535143917e-08,-0.015834592255908685,0.9998746249844778,0.47086193620080313,0.19130537797425368,-0.31970494508753416,0.6004023951143089,24.0
0,10202000000,0,-1.9398747127959537,0.10098361126074445,2.0824410162635074e-08,-1.5142731164674712e-07,2.1915774606103716e-07,-0.0037297684007891766,0.9999930443896126,0.46510157340039754,0.21218846870697533,-0.3053304085211948,-0.6931509508960829,25.0
0,10215000000,0,-1.963174888124328,0.09423327309887843,3.4644515467356885e-08,-2.2794937514858761e-07,1.553889448354959e-07,0.00827568231022492,0.9999657559547848,0.4620266401044016,0.18437403450375972,-0.3053304085211948,-0.6931509508960829,26.0
0,10261000000,0,-1.9772808050514887,0.07298432286633891,4.2114044830637715e-08,1.4723370423577802e-07,1.2653076578781227e-07,0.016483946915444393,0.9998641305167675,0.456808660117046,0.15482683971458516,-0.2719303145038589,-1.0,27.0
0,10300000000,0,-1.9693187454763503,0.08923021409465506,4.772993340353427e-08,1.4696993854576796e-07,1.0630603634875012e-07,0.019935786100582234,0.9998012624679562,0.4399018582333854,0.13150401293372885,-0.2772271565432298,-1.0,28.0
0,10328000000,0,-1.9714842287614929,0.10599793340326194,6.562109616799476e-08,-1.741297899293572e-07,1.5144631350688557e-07,0.022140138011913776,0.9997548771017625,0.42142225493922164,0.08247020930148342,-0.27344153662898274,-1.0,29.0
0,10358000000,0,-1.967750276405636,0.08314493232370261,8.071085500158141e-08,-1.290656541820282e-07,2.2597695476764196e-07,0.020267169610798805,0.9997945998233334,0.4031208325715425,0.04330920603811176,-0.27344153662898274,-1.0,30.0
0,10412000000,0,-1.9655753989681608,0.09313803138387457,7.58990857004324e-08,1.0989849549639889e-07,7.06391356740101e-08,0.01538764583524641,0.9998816031689113,0.38859333659096595,0.006220090500867043,-0.2804782190291152,-1.0,31.0
0,10453000000,0,-1.987962578170508,0.10141286618063455,7.12158821724264e-08,1.9052601623447405e-08,-5.6056967761058736e-08,0.007146382904953383,0.9999744642796496,0.39096244895887106,-0.037286926831355205,-0.2573719244684302,-1.0,32.0
0,10457000000,0,-1.9894594716597664,0.0684884917103285,7.382609709545995e-08,2.126968920897676e-08,-2.2303227171324524e-08,-0.004337362337467562,0.9999905935997361,0.3788278523720885,-0.07902000808576654,-0.2573719244684302,-1.0,33.0
0,10502000000,0,-1.9993255348403007,0.051050856381175416,6.975261960564624e-08,6.321467905996293e-08,-9.907983545838698e-08,-0.017013129437351636,0.9998552662394363,0.3726145371125557,-0.12326640994567693,-0.2557258400288564,-1.0,34.0
0,10511000000,0,-1.9963760783257338,0.046735792537141246,6.335612851980971e-08,1.661023974193954e-07,-1.7609898124217085e-07,-0.028372160157639683,0.9995974292323538,0.35956410317808435,-0.1576891953800585,-0.2557258400288564,-1.0,35.0
0,10560000000,0,-2.0170360804565184,0.056167798346064036,5.989745305974497e-08,2.56708640746556e-07,-2.1021390884455105e-07,-0.03832674426297494,0.999265260415917,0.36527228185785954,-0.18637392634608796,-0.25980987797990956,-1.0,36.0
0,10607000000,0,-2.0450188486079455,0.06609799696668635,6.014734830847367e-08,3.4128635953452224e-07,-2.3653910135804823e-07,-0.05107711733275974,0.9986947121542213,0.36996345153682475,-0.22918975139319225,-0.20764063350481188,-1.0,37.0
0,10655000000,0,-2.0418238471182892,0.11833750330541887,5.630150196240738e-08,3.336259633748389e-07,-2.7981567057442714e-07,-0.06938147762265175,0.9975902017174726,0.3479874509782216,-0.27513963778755685,-0.2025726591338515,1.0,38.0
0,10657000000,0,-2.0304103377790206,0.10882521909986423,5.304857119705327e-08,2.8214798150368693e-07,-3.058533272359285e-07,-0.07888961780445658,0.9968833573706072,0.33089726692793703,-0.25821397574187077,-0.2025726591338515,1.0,39.0
