,time,stuck,x,y,z,rot_x,rot_y,rot_z,rot_w,linear_velocity,angular_velocity,cmd_vel_x,cmd_vel_twist
0,12559000000,0,-0.06166015216252718,0.06039274648244266,-9.750811908050974e-11,3.917638023883206e-08,-1.858749420010675e-07,0.040335495735599344,0.9991861927507442,0.04915050436869461,-0.028607942418863337,0.0,-1.0,0.0
0,12602000000,0,-0.06499575292784801,0.06657830277382931,-2.913717794788715e-09,4.561505405470317e-07,-2.0355380242747772e-07,0.039244535579491285,0.9992296364834764,0.04132632854835928,-0.06328349769465075,-1.0,0.054053392765553675,1.0
0,12650000000,0,-0.08066314966267243,0.04857121888483065,-3.0246829906464808e-09,3.090713109091022e-07,5.930234390509436e-08,0.03734933647164353,0.9993022701190211,0.04698808258386184,-0.060260946079752756,-1.0,0.1007457538675499,2.0
0,12651000000,0,-0.09122634611291576,0.058403079051125226,-1.2441225835993982e-09,3.816183757009569e-08,6.209173045622388e-08,0.03540325729193908,0.9993731081898869,0.06576051706217187,-0.0592693736880396,-1.0,0.1007457538675499,3.0
0,12674000000,0,-0.09983905968807795,0.06067340048606068,6.442736272410972e-10,-9.323439394635571e-08,2.0755875250556963e-07,0.03383331972124908,0.9994274893540742,0.09823324250954187,-0.05455736545268006,-1.0,0.1472444582989275,4.0
0,12703000000,0,-0.1131121391906249,0.027765304474462352,1.582587380448955e-08,-9.824292503150606e-07,8.465043875034223e-07,0.03287752518598956,0.9994593880373345,0.1468515607515281,-0.047659972870141,-1.0,0.1472444582989275,5.0
0,12744000000,0,-0.12321603162702556,0.023054154932959755,1.9085228335362742e-08,-6.155449370419581e-07,6.812974175211353e-07,0.03242193736555113,0.999474270792711,0.17704721244553953,-0.0458075496516219,-1.0,0.003469904525612877,6.0
0,12790000000,0,-0.12364057507132954,0.005885332286803048,2.0281432262654776e-08,-2.125350061592497e-07,5.599025985308882e-07,0.032169047963251575,0.999482442243374,0.20465209911413937,-0.044003526187255594,-1.0,-0.09161898025012899,7.0
0,12833000000,0,-0.09571250572963315,0.03750409129139538,2.0531335032000016e-08,-1.2382286902296358e-08,4.407999020718653e-07,0.03200799982454602,0.9994876127031477,0.18854591760162903,-0.04484587819537661,-1.0,0.06448789579189715,8.0
0,12877000000,0,-0.13133924041153888,0.037945216547564005,1.8870185866809974e-08,2.100148778303051e-07,3.4193841495104094e-07,0.03172794248377991,0.999496542097863,0.2401988152122449,-0.040323381218771256,-1.0,0.16110335224463032,9.0
0,12880000000,0,-0.14081808772893853,0.050257840438498645,2.2461631714000088e-08,2.472111926985061e-07,3.2839431686243394e-07,0.03131718770602278,0.999509496580206,0.2639259348305784,-0.03583772093705784,-1.0,0.16110335224463032,10.0
0,12911000000,0,-0.19190538780711813,0.05073502792664482,2.0589089740048218e-08,3.6361861624431504e-07,2.7670741603371995e-07,0.03180154980732308,0.9994942027994178,0.3244211916218923,-0.027938822351995875,-1.0,0.16110335224463032,11.0
0,12935000000,0,-0.2146167315826041,0.052324688399378774,1.988827126332628e-08,4.4964078450575e-07,2.4607316042900356e-07,0.03274017464132588,0.9994638967787645,0.3560636453861655,-0.0196901497547896,-1.0,0.17545606761039012,12.0
0,12992000000,0,-0.24387306928884533,0.05356059827099601,1.9794056174271725e-08,5.042247847730114e-07,2.3248612135126125e-07,0.033858672700568956,0.9994266307651839,0.3913594695925925,-0.012262152313719625,-1.0,0.17295984020935262,13.0
0,13041000000,0,-0.23904657893214543,0.06701543770494564,2.0739056066402833e-08,5.387425725438026e-07,2.2429499525865267e-07,0.0350172416092876,0.9993867083315328,0.39363764499292875,-0.005387340781792022,-1.0,0.19312287909025508,14.0
0,13049000000,0,-0.27204424697690965,0.06594820852342291,2.1699472201467646e-08,5.760455433076639e-07,2.1875947436211458e-07,0.03696256928245817,0.9993166507527331,0.4320777461804274,0.005582680636896516,-1.0,0.19312287909025508,15.0
0,13086000000,0,-0.31054667434127836,0.048146682050000444,2.2525611931732554e-08,6.025787167532911e-07,2.1823867014803997e-07,0.03953149506545695,0.9992183249407904,0.4737433585806775,0.015643706849523747,-1.0,0.19312287909025508,16.0
0,13104000000,0,-0.3276917377239228,0.040034102621630235,2.3052166115609208e-08,6.108027769771634e-07,2.1905517377884972e-07,0.04114030979099426,0.9991533790714416,0.4918729316759792,0.018271170016095836,-1.0,0.0609563538782746,17.0
0,13146000000,0,-0.36821337402579074,0.039795959754713624,2.244185738463154e-08,6.221571929424413e-07,2.1712637198723763e-07,0.04276598890533476,0.9990851165904308,0.5289841617278158,0.01894003071298018,-1.0,-0.02395853745306917,18.0
0,13190000000,0,-0.4236877811179336,0.043615050082815375,1.883061227416258e-08,5.656624078576509e-07,1.77706230659079e-07,0.044059839365910056,0.9990288937536785,0.5762987007136383,0.018503284038676713,-1.0,0.001512334105934763,19.0
0,13232000000,0,-0.4886843467762982,0.02132821193261772,1.536773555535423e-08,5.230112222711007e-07,1.4631795671113503e-07,0.04489681487017094,0.9989916296016792,0.6321269737243306,0.01857342927585731,-1.0,-0.12005770760596199,20.0
0,13273000000,0,-0.5285794964427744,0.033121673204805246,1.358162927529265e-08,5.436789780065744e-07,1.4655871870024306e-07,0.04540612062998851,0.998968610222072,0.6580863203854558,0.013761428243506775,-1.0,-0.03328821365055777,21.0
0,13273000000,0,-0.5936335787190368,0.03970946231744891,-6.824667813701097e-10,4.32487402898568e-07,3.121753694947404e-08,0.04541204297164818,0.9989683410163472,0.7067498095065303,0.01206278374375147,-1.0,-0.03328821365055777,22.0
0,13311000000,0,-0.6109674623323996,0.042149672536729015,-1.2090332050748324e-08,3.79229926187072e-07,-3.2054646308437675e-08,0.04533186145713968,0.9989719827586186,0.710000225748679,0.013048433187904463,-1.0,0.07979060950525871,23.0
0,13333000000,0,-0.6454342440238654,0.05073972299757142,-2.7516448490961466e-08,3.17355868715552e-07,-1.1540377736594702e-07,0.045283785622539166,0.9989741632092283,0.7290415957741666,0.014808082517109581,-1.0,0.07979060950525871,24.0
0,13372000000,0,-0.6945338871934142,0.04443955918159164,-5.6549724424533414e-08,1.0096107464512674e-07,-3.0467872010952397e-07,0.04553069673732763,0.998962940080617,0.7589438624855043,0.01991862170722384,-1.0,0.15262710817005104,25.0
0,13410000000,0,-0.7152104131819411,0.040346786856064694,-9.590975106530305e-08,-2.05196963627099e-07,-4.621508222890455e-07,0.04604847151392914,0.9989392064940564,0.7620609200417513,0.02463038150809664,-1.0,0.12834664142710386,26.0
0,13453000000,0,-0.7576899051627086,0.042376563585510854,-1.3770978325634614e-07,4.973801093998404e-07,-6.395516670830613e-07,0.04662370493282766,0.9989125237665609,0.7866039749450052,0.027811512295095632,-1.0,0.1663896597701987,27.0
0,13501000000,0,-0.7956374985657686,0.064103930951009,-1.5079301225476894e-07,3.865151718500445e-07,-6.073924193766291e-07,0.047302350542390514,0.9988806173075171,0.8038872515813228,0.032288632966527855,-1.0,0.3556002882690509,28.0
0,13511000000,0,-0.8395648053667893,0.05062550319972053,-1.5949403202095006e-07,3.040525108432957e-07,-5.424363682743482e-07,0.04866723443069348,0.998815048090727,0.8234837660477387,0.04503818847908616,-1.0,0.2657299225675524,29.0
0,13570000000,0,-0.8668311525613038,0.04082660609169323,-1.5814887849754102e-07,6.249229885493081e-07,-4.412813999171173e-07,0.050716042795320916,0.9987131134628192,0.8275237397617426,0.05428139531120868,-1.0,0.17161814307248896,30.0
0,13573000000,0,-0.9207907734298482,0.03810704912810799,-1.472291456079566e-07,5.635511324240621e-07,-3.2364649782907115e-07,0.05290646046854669,0.9985994724814689,0.8569644174268867,0.059368634955492036,-1.0,0.17161814307248896,31.0
0,13621000000,0,-0.9457413316274496,0.00964309978167278,-1.3566378180634507e-07,4.963406219935707e-07,-2.5866671415347805e-07,0.0546793077856,0.9985039675934063,0.8670528738614187,0.06274713419420894,-1.0,-0.10172986068332447,32.0
0,13636000000,0,-1.0086690831297642,0.015985114346724155,-1.5882140993302277e-07,3.220919676716941e-07,-4.0666111102704997e-07,0.056917250279212156,0.9983788993264954,0.8954981291824384,0.057218745246762924,-1.0,-0.10172986068332447,33.0
0,13687000000,0,-1.0491654811032372,-0.01600285783205031,-7.686922123051081e-08,-8.339053275730184e-08,5.5227003820425697e-08,0.058325062702052136,0.9982976445233114,0.9092501822863156,0.05475091654652305,-1.0,-0.32604958829675923,34.0
0,13736000000,0,-1.0874338679896438,-0.01167679540796039,-7.110388336142716e-08,-9.999470806496752e-08,3.708541866721444e-08,0.05886260542135147,0.9982660936258423,0.9179862542571847,0.04167739121091896,-0.9718154095573858,-0.25937772066808934,35.0
0,13774000000,0,-1.1167355411520687,-0.008165289256766442,-1.0091317069590315e-07,4.977054201565451e-08,-1.5256380482287217e-07,0.05868008712608185,0.9982768390455875,0.9201665470486597,0.03163373323795339,-0.9429796431241764,-0.19013654130248175,36.0
0,13779000000,0,-1.155149719422678,-0.011890942324951609,-9.162499735550475e-08,-1.727920906335941e-08,-1.3266964085862425e-07,0.05734861403109798,0.9983542139284505,0.9303797871831848,0.023191290470455476,-0.9429796431241764,-0.19013654130248175,37.0
0,13816000000,0,-1.1836215571027,-0.05070630904099397,-8.449524178209668e-08,-3.484043070799869e-08,-1.303403871501041e-07,0.055661490067678704,0.9984496975428595,0.9253532481931455,0.0136633862428966,-0.8729702665958475,-0.53945382598721,38.0
