,time,stuck,x,y,z,rot_x,rot_y,rot_z,rot_w,linear_velocity,angular_velocity,wheel_0_effort,wheel_1_effort,wheel_2_effort,wheel_3_effort,wheel_4_effort,wheel_5_effort,wheel_0_velocity,wheel_1_velocity,wheel_2_velocity,wheel_3_velocity,wheel_4_velocity,wheel_5_velocity,cmd_vel_x,cmd_vel_twist
0,1679595160960358381,0,6339737.188110372,-448974.335638755,0.0,-0.011742425106821004,0.0003429080911443939,0.7081362299252113,0.7059781000384926,0.0,3.3033609645561643e-07,0.028605077415704727,,-0.0046122255735099316,-0.0041329930536448956,0.008996321819722652,0.01343267410993576,0.00032470590667799115,,5.156978659215383e-05,-2.1381307306000963e-05,4.4021122448612005e-05,0.00017545063747093081,0.0,0.0
1,1679595161002075672,0,6339737.188110372,-448974.335638755,0.0,-0.011742191952087918,0.0003430679295619079,0.7081362296126115,0.7059781041523815,0.0,3.1230749680313344e-07,0.03099723346531391,,-0.004612224642187357,0.004130193497985601,0.01124539878219366,0.02014940045773983,0.00023726318613626063,,-4.553010148811154e-05,0.000393265945604071,4.4021122448612005e-05,-0.00017594444216229022,0.0,1.0
2,1679595161050108671,0,6339737.188110372,-448974.335638755,0.0,-0.011742213878997819,0.00034583401744734586,0.7083069317235458,0.705806837091019,0.0,0.028555386591845804,0.2235824167728424,,0.21682429313659668,0.20282898843288422,0.21978676319122314,0.19957610964775085,9.009491920471191,,7.66223669052124,7.4466962814331055,8.026955604553223,8.435264587402344,0.0,1.0
3,1679595161093648910,0,6339737.188110372,-448974.335638755,0.0,-0.011741697906008708,0.0003627559578540016,0.7093266827956871,0.7047819932521443,0.0,0.0921905427958878,0.22359074652194977,,0.2268771231174469,0.17656557261943817,0.23559574782848358,0.19518817961215973,16.428794860839844,,15.282811164855957,15.355120658874512,15.84235668182373,16.21135139465332,0.0,1.0
4,1679595161118536949,0,6339737.188110372,-448974.335638755,0.0,-0.011741342324078833,0.0003718777188268542,0.7098778339964007,0.7042268550601927,0.0,0.11989973883337625,0.22618356347084045,,0.2330632507801056,0.19879679381847382,0.2201978713274002,0.20571169257164001,24.041452407836914,,22.602312088012695,23.292051315307617,23.78593635559082,23.811094284057617,0.0,1.0
5,1679595161140698671,0,6339737.188110372,-448974.335638755,0.0,-0.011741168517734074,0.00038609790625595875,0.7107505523328034,0.7033460373449616,0.0,0.1471505432413416,0.2104042023420334,,0.21866731345653534,0.2051343321800232,0.21728520095348358,0.21240685880184174,31.729469299316406,,30.11180305480957,31.295610427856445,31.51974105834961,31.41497230529785,0.0,1.0
6,1679595161166161775,0,6339737.188110372,-448974.335638755,0.0,-0.01171871988874488,0.0003876475538248025,0.711282706963766,0.7028082470402864,0.0,0.17549059321763624,0.21713465452194214,,-0.12490010261535645,-0.11250419169664383,0.22601783275604248,0.230776846408844,39.249393463134766,,35.46879577636719,35.530879974365234,39.20648956298828,39.06980895996094,0.0,1.0
7,1679595161205470323,0,6339737.188110372,-448974.335638755,0.0,-0.011691276347909198,0.0003966046928032937,0.7123863271414517,0.7016900153657505,0.0,0.20166442928555833,0.2245854288339615,,-0.001931052771396935,0.04328823462128639,0.19861482083797455,0.22997836768627167,46.932769775390625,,30.66655921936035,29.609811782836914,28.933116912841797,46.700748443603516,0.0,1.0
8,1679595161249594449,0,6339737.188110372,-448974.335638755,0.0,-0.011695572665672433,0.00041952404250659715,0.713738183164372,0.7003148174020175,0.0,0.2482796067374921,-0.19913426041603088,,0.028139222413301468,-0.023581845685839653,0.22942997515201569,-0.16796189546585083,53.439720153808594,,29.686967849731445,30.46678352355957,35.769989013671875,53.49984359741211,0.0,1.0
9,1679595161295336484,0,6339737.188110372,-448974.335638755,0.0,-0.01173107604454659,0.0004053229680364645,0.7139794137765121,0.7000682925768575,0.0,0.26745644198244367,-0.10069387406110764,,-0.020469484850764275,-0.010331963188946247,0.2584010660648346,-0.1134110614657402,46.978694915771484,,29.727272033691406,29.184484481811523,27.34401512145996,47.84467697143555,0.0,1.0
