,time,stuck,x,y,z,rot_x,rot_y,rot_z,rot_w,linear_velocity,angular_velocity,wheel_0_effort,wheel_1_effort,wheel_2_effort,wheel_3_effort,wheel_4_effort,wheel_5_effort,wheel_0_velocity,wheel_1_velocity,wheel_2_velocity,wheel_3_velocity,wheel_4_velocity,wheel_5_velocity,cmd_vel_x,cmd_vel_twist
0,1679596330343724966,0,6339737.188110372,-448974.335638755,0.0,-0.013422699666769808,0.0020280424952183896,0.7074297312993392,0.7066533049884066,0.0,-2.3620316381545206e-15,-0.016689423471689224,-0.0022197768557816744,-0.002306001726537943,-0.0020683035254478455,-0.004498160444200039,0.004480081610381603,-3.3447595342295244e-05,-7.977582754392643e-06,-4.1830629925243556e-05,-3.7433354009408504e-05,0.0011256973957642913,0.001406962750479579,0.0,0.0
0,1679596330389363050,0,6339737.188110372,-448974.335638755,0.0,-0.013422234713666692,0.002031172830979981,0.70759503663753,0.7064877791428203,0.0,0.030088591454389923,-0.0190715454518795,-0.004439945798367262,-0.004612381104379892,0.008269370533525944,0.008996621705591679,0.0022386922501027584,0.00011848920985357836,-2.002542714762967e-05,2.7779240554082207e-05,8.734806033317e-05,-0.001378676388412714,-0.001446522306650877,0.0,1.0
0,1679596330433534622,0,6339737.188110372,-448974.335638755,0.0,-0.0134212001481386,0.002038157468338311,0.7079642219628365,0.7061178214159968,0.0,0.05729961943702483,0.21652060747146606,0.1986691653728485,0.21097064018249512,0.18437792360782623,0.19905829429626465,0.19732055068016052,7.724180698394775,7.536966323852539,7.237456798553467,7.014005661010742,7.63748836517334,7.929630756378174,0.0,1.0
0,1679596330478187561,0,6339737.188110372,-448974.335638755,0.0,-0.01341741877670174,0.0020639068143738382,0.709334348091827,0.7047414389541562,0.0,0.12106780838400646,0.22137758135795593,0.2273242324590683,0.21279384195804596,0.20633675158023834,0.2078714519739151,0.20668423175811768,14.820924758911133,14.6735200881958,14.255248069763184,14.166661262512207,14.786852836608887,15.149502754211426,0.0,1.0
0,1679596330490937948,0,6339737.188110372,-448974.335638755,0.0,-0.013419430791775211,0.002050257103125176,0.7086077729012582,0.7054719976774093,0.0,0.09379209140941036,0.21679410338401794,0.18705575168132782,0.21524140238761902,0.1979634314775467,0.22162413597106934,0.19035722315311432,21.831424713134766,22.01468849182129,20.899600982666016,21.402698516845703,21.9322452545166,21.967144012451172,0.0,1.0
0,1679596330521526813,0,6339737.188110372,-448974.335638755,0.0,-0.013415955303535539,0.002058799013805223,0.7098570452041209,0.7042149876735008,0.0,0.1462700468371168,0.19169694185256958,0.21052616834640503,0.2057381570339203,0.2109343707561493,0.22529982030391693,0.19640524685382843,28.722606658935547,29.25301742553711,27.746021270751953,28.655895233154297,29.041536331176758,29.08647918701172,0.0,1.0
0,1679596330541336774,0,6339737.188110372,-448974.335638755,0.0,-0.013422699666769884,0.0020280424952183284,0.7074297312993392,0.7066533049884066,0.0,-2.318505228285144e-15,2.0552592277526855,-0.2919716238975525,-0.0050925202667713165,-0.09091150760650635,-0.14009681344032288,0.2173270583152771,32.57038116455078,29.499921798706055,34.22704315185547,35.157955169677734,29.538406372070312,36.20021438598633,0.0,1.0
0,1679596330566861867,0,6339737.188110372,-448974.335638755,0.0,-0.013413165095406045,0.002054608900004838,0.7108640491368818,0.7031985276073237,0.0,0.1770252781893536,0.26320743560791016,0.25656941533088684,-0.06639957427978516,-0.07230507582426071,0.25566911697387695,0.21578127145767212,25.22472381591797,26.82128143310547,33.42881393432617,32.299041748046875,26.87590217590332,43.134803771972656,0.0,1.0
0,1679596330614606380,0,6339737.188110372,-448974.335638755,0.0,-0.013411941128016552,0.002061992142816657,0.711357308533869,0.7026995429193272,0.0,0.19972042294289424,0.2200445532798767,0.20844736695289612,0.06884651631116867,0.07381659001111984,0.19937840104103088,0.2037837654352188,31.550336837768555,34.26099395751953,29.41486167907715,29.273191452026367,34.223167419433594,49.93445587158203,0.0,1.0
0,1679596330628816843,0,6339737.188110372,-448974.335638755,0.0,-0.013422699666770154,0.002028042495218121,0.7074297312993392,0.7066533049884066,0.0,-2.291490609002208e-15,0.18719477951526642,0.22639553248882294,0.004758122377097607,-0.045837484300136566,0.2358369082212448,-0.18513597548007965,38.664981842041016,41.743324279785156,30.09100341796875,30.842788696289062,25.674453735351562,53.71464157104492,0.0,1.0
